row_no,headline,body_text,class
395,Luka Modric confident Cristiano Ronaldo will remain at Real Madrid,"Luka Modric does not believe Cristiano Ronaldo will leave Real Madrid this summer despite mounting speculation to the contrary. Reports this week have suggested Ronaldo could be about to call time on his record-breaking nine-year stay at the Bernabeu, with Juventus heavily linked with the Portugal international. A new chapter for Ronaldo? Modric, however, hopes - and thinks - that the 33-year-old will end up staying in with the European champions. Speaking after Croatia's World Cup quarter-final win over Russia, Modric said in AS: ""Let's see what happens. ""I don't think he's going to go and I would like him to stay because he's the best player in the world. He means a lot and hopefully he will stay."" The Croatia captain, who has won four Champions League titles alongside Ronaldo, added of Madrid's all-time record goalscorer: ""I think he's going to stay, that's my opinion. ""It would be very good if he stayed because I can't imagine him in any other European team.""",TRUE
396,West Ham confirm £4million signing of Corinthians defender Fabian Balbuena,"WEST HAM have confirmed the £4million signing of Corinthians defender Fabian Balbuena. Paraguay international Balbuena, 26, has signed a three-year deal to link-up with Manuel Pellegrini at the London Stadium. Balbuena - nicknamed ""The General"" - joins Issa Diop as the new faces in the centre of defence for the Hammers this summer. On the move, the seven-cap international revealed: ""I'm really excited for this new challenge and my target is to meet the demands of the Premier League. ""Obviously to be at West Ham is an extra motivation, and I want to do my best to help the team."" Meanwhile the Hammers' director of football Mario Husillos added his delight at the good-value signing. Welcome to West Ham United, @FBalbuenito ! #TheGeneralIsHere pic.twitter.com/0muyVNmIuj Husillos claimed: ""We welcome Fabian to West Ham United. ""He is somebody we have monitored for a long time and we are very pleased to have taken the opportunity to sign him. ""He is a player of great strength, character and personality. ""To be captain of Corinthians, one of the biggest clubs in South America, requires a very strong mentality, and he also has international experience with Paraguay. ""He has won many individual honours and was often named one of the best central defenders in Brazil for his statistics. ""We believe he will improve our squad and our defensive qualities. ""He is the perfect age – a player for the present and the future – and he can be a very important player for many years at West Ham."" Jack Wilshere has also signed for West Ham this summer after being told he was surplus to requirements at Arsenal.",TRUE
397,West Ham to sign Fabian Balbuena from Corinthians with star set for medical,"WEST HAM are set to sign Corinthians star Fabian Balbuena. The Hammers have met the 26-year-old defender's release clause. Now the Paraguayan international is on the verge of becoming Manuel Pellegrini's fourth signing since taking over as manager at the London Stadium. A statement from the Brazilian club confirmed his release fee had been met this morning. It read ""The amount offered was the same as the amount required by the other party in the contract renewal, signed two months ago. ""The defender is already cleared for medical examinations for a transfer to the London club."" The statement finished by thanking the ace for his services. Balbuena is now jetting to the capital to complete his medical with the Premier League side. He has been a key man for Corinthians since joining them from Libertad in 2016. The centre-back has played 136 times for the South American giants and helped them to win the title in each of the last two seasons. Balbuena has also won five caps for his country and made his international debut in 2015. West Ham have already been busy this summer in the transfer market. They broke their club record to sign Issa Diop from Toulouse for £25m. Full-back Ryan Fredericks then arrived on a free transfer from Fulham and goalkeeper Lukasz Fabianski joined from Swansea. The Hammers are also hopeful of completing a deal to bag Jack Wilshere . The England international is a free agent following his release from Arsenal last month. And reports also claim West Ham are about to smash their outlay on Diop to land Lazio midfielder Felipe Anderson . MailOnline say the 25-year-old is poised to complete a £40m move from the Serie A outfit. The Brazilian scored four goals from midfield for the Serie A club last season and has spent five years in Rome after a switch from Santos in 2013. Santos are also set to receive a 25 per cent sell-on cut if the Italian club do sell.",TRUE
398,"West Ham's Fabian Balbuena bid accepted, say Corinthians","Brazilian side Corinthians say they have agreed a deal to sell defender Fabian Balbuena to West Ham. Corinthians released a statement on Saturday saying West Ham met their valuation for the highly-rated Paraguay international. The club have said the 26-year-old centre-back will now travel to London to carry out his medical. Balbuena has made 136 appearances for Corinthians, scoring 11 goals in his three years at the Sao Paulo-based club, and helped them win the Brazilian championship in 2017. Their statement concluded: ""The board thanks the services provided and wishes him luck for the new journey."" West Ham have made three summer signings - Ryan Fredericks, Issa Diop and Lukasz Fabianski - since Manuel Pellegrini was appointed as the club's new manager in May. Sky sources understand the Hammers have made an offer to sign Borussia Dortmund forward Andriy Yarmolenko, and remain in talks with Sporting Lisbon to sign midfielder Bruno Fernandes. West Ham are also closing in on the signing of Jack Wilshere, who is a free agent following his release from Arsenal this summer.",TRUE
399,Fabian Balbuena signs for West Ham from Corinthians,"West Ham have signed defender Fabian Balbuena from Brazilian side Corinthians on a three-year deal. Sky Sports News understands the fee for West Ham's sixth summer signing is £6.5m. The Paraguay international told the club's official website: ""I'm really excited for this new challenge and my target is to meet the demands of the Premier League. ""Obviously to be at West Ham is an extra motivation, and I want to do my best to help the team."" West Ham's director of football Mario Husillos believes the 26-year-old, who captained Corinthians, will bring a wealth of experience to the side. Husillos said: ""We welcome Fabian to West Ham United. He is somebody we have monitored for a long time and we are very pleased to have taken the opportunity to sign him. ""He has won many individual honours and was often named one of the best central defenders in Brazil for his statistics. ""We believe he will improve our squad and our defensive qualities. He is the perfect age - a player for the present and the future - and he can be a very important player for many years at West Ham."" Balbuena made 136 appearances for Corinthians, scoring 11 goals in his three years at the Sao Paulo-based club, and helped them win the Brazilian championship in 2017.",TRUE
400,Eden Hazard to Real Madrid: Chelsea star looking up to Cristiano Ronaldo - pundit,"That's the view of ESPN pundit and former Blues ace Craig Burley, who understands the reasoning behind Hazard's rumoured exit. Indeed, Hazard dropped a hint that his departure could be near after he helped Belgium to third place in the World Cup. ""After six wonderful years at Chelsea it might be time to discover something different,"" he told Belgian outlet HLN. ""Certainly after this World Cup. ""I can decide if I want to stay or go, but Chelsea will make the final decision - if they want to let me go. ""You know my preferred destination."" Maurizio Sarri took over as Chelsea boss on Saturday morning, swiftly bringing Jorginho from Napoli along with him. The Italian will be keen to keep Hazard in his team this term. But Burley believes Hazard wants to replicate Ronaldo, who he would be replacing at the Bernabeu, with a move to the Spanish capital. ""He's been there six years, been very fruitful for them but changes are afoot at Chelsea,"" Burley said. ""But if Real Madrid are knocking at the door, Hazard will want to propel himself to that next level. ""Ronaldo did the same when he left Manchester United. I'm not saying he'll be the same but you understand why."" Hazard's current Chelsea deal expires in 2020 however the Blues will not be partaking in the Champions League this season. That could be a decisive factor in Hazard's decision.",FALSE
401,"Cristiano Ronaldo: Real Madrid star threatens Man Utd transfer, thinks World Cup will help","Ronaldo left Manchester United for Real Madrid nine years ago but, nearly a decade on, a sensational transfer is again being mooted. The 33-year-old is currently with Portugal at the World Cup, and bagged a sublime treble as they drew 3-3 with Spain on Friday night. Cristiano Ronaldo has always been open to a United return, never dismissing the notion of an Old Trafford comeback. And Spanish website Don Balon say Ronaldo has told Real he is prepared to move back to the Premier League this summer. The forward propelled the club to Champions League glory last month. But, speaking afterwards, he hinted at a move away by saying: ""It was very nice to be at Real Madrid, in the coming days I will talk about it more."" Ronaldo has adopted a silent stance in the time since. But Don Balon say he is hellbent on returning to United if Real refuse to grant him a pay rise. The forward is seeking the same lofty salaries as Neymar and Lionel Messi. However, should they choose not to reward their star man with a bumper new deal, then a United return could be in the offing. He supposedly feels his stunning display for Portugal against Spain has him in a strong negotiating position. Meanwhile, Ronaldo sidestepped the praise on Friday, instead choosing to laud his team-mates. ""I am very happy, of course,"" he said. ""It is another milestone and it is a beautiful one but this is all about the team. ""We are happy because the game was nearly over when we were able to equalise and it was a fair result in my opinion. ""It was hard fought. Now we think about the next match. Our goal is to win and move on from the group stage.""",FALSE
402,Liverpool transfer news: Sadio Mane leaves door open for Real Madrid move,"The Liverpool ace has been linked with the Spanish club in the midst of Cristiano Ronaldo's potential departure to Juventus. The Portugal ace's exit would likely see Madrid look to sign a new forward with Eden Hazard of Chelsea having also been mentioned as a potential target. Mane scored against Real when Liverpool lost the Champions League final to Los Blancos in Kiev back in May. In response, the 26-year-old declared himself ""very happy at Liverpool"" last month and reminded that his contract runs for another three years at Anfield. Yet Mane refused to fully shut the door on a possible move to Madrid, saying: ""You never know what will happen in the future."" And the Senegal star, currently on holiday following his country's World Cup campaign, did not completely quash a move to the European champions again. Speaking in Senegal, he told reporters: ""These are just rumours. I am not aware of anything and haven't been contacted. ""I remain a Liverpool player and I will join my team-mates in the United States for the pre-season tour. ""Real are a great team, but I am focused on my team, Liverpool."" Mane enjoyed his most prolific season in England yet in 2017-18, suppling 20 goals and nine assists in 44 appearances across all competitions. Jurgen Klopp has confirmed that Mane and Mohamed Salah will join up with the rest of the Reds' squad for the opening game of their US tour in Charlotte on July 22. The Merseyside outfit are believed to be working on tying Mane down to a new long-term deal with strike partners Salah and Roberto Firmino having penned fresh five-year contracts in recent months.",FALSE
403,Willian: Man Utd boss Jose Mourinho makes transfer decision as Chelsea set asking price,"The Brazil international has been heavily linked with a move away from Stamford Bridge in recent months. United were tipped to sign the winger this summer, however, Barcelona have now joined the race to sign the 29-year-old. The Spanish giants tabled a £50m bid for Willian, which was quickly rebuffed by Chelsea. And according to The Sun , Willian is a top target for United, however, the Red Devils aren't willing to meet Chelsea's £70m asking price. United executive vice-chairman Ed Woodward would rather sign a player, such as Cristiano Ronaldo, that would help the Red Devils commercially. Jose Mourinho is also unwilling to fork out the requested fee to one of their Premier League rivals. Ronaldo would hand United a huge boost in terms of shirt sales and sponsorship deals. Chelsea ace Willian has been vocal on his Stamford Bridge future, revealing he is fully focused on the World Cup in Brazil this summer. ""People speculate a lot. We see a lot of things on the internet, but this is not the time to talk about this,"" he said. ""I've not received any information about that. I'm trying to focus on my performance, playing for Brazil."" Willian is back in action tonight as Brazil face Belgium in their quarter-final clash.",FALSE
404,Liverpool transfer news: Sadio Mane responds to Real Madrid link,"Mane has spent the past two seasons at Anfield, netting 33 goals in all competitions. He was part of Senegal's World Cup this summer and scored one goal as his nation failed to make it beyond the group stage. Madrid will be keen to strengthen their attack ahead of next season if star forward Cristiano Ronaldo completes a sensational move to Juventus. Liverpool star Mane and Eden Hazard of Chelsea are both reported to be potential targets for the European champions. Mane has now responded to those links, hailing the Spanish giants as a 'great team' but insists he has had no contact from the club. ""These are just rumours,"" he said. ""I am not aware of anything and haven't been contacted. ""I remain a Liverpool player and I will join my team-mates in the United States for the pre-season tour. ""Real are a great team, but I am focused on my team, Liverpool."" Meanwhile, former Madrid midfielder Steve McManaman has suggested his old club may be fed up with Ronaldo as the Portugal captain edges closer to joining Juventus. ""They [Real Madrid] might be sick and tired of what Cristiano's said. ""To come out and say what he did right after the Champions League final is uncalled for isn't it? ""It's the wrong point. It's as if you don't care about your team and you shouldn't say things like that.""",FALSE
405,Willian to Man Utd: Chelsea 'to consider' transfer because of glaring contract problem,"Mourinho is keen on adding some more players that he can rely on next season after experiencing some infighting last year. There were rumours of fallouts with several stars including Paul Pogba and Anthony Martial, with the latter revealing his intentions to leave. And in the event of the Frenchman's departure, The Special One knows who should come in to replace him. Brazil international Willian has had his own problems at Chelsea where he has seen his relationship with Antonio Conte deteriorate. And if the Italian stays, which is looking more likely every day, the 29-year-old wants to go. A bid of at least £60m is reportedly required, with Barcelona also in the hunt. In 166 Premier League appearances, Willian has managed 25 goals. But the Brazilian is seen as an ideal 'Mourinho player' because of his ability to track back. But according to Football London , the Blues may be forced into a sale because of Willian's contract. The ex-Shakhtar forward's contract expires in two years time, meaning this summer would be the ideal time to sell. Next summer would see his value decrease dramatically whilst the year after that he would be available for free. United have already dipped into the transfer market this summer. Diogo Dalot, Fred and Lee Grant have all signed for a combined total of around £72m.",FALSE
406,Man Utd transfer news: Lionel Messi wants Paul Pogba at Barcelona - Italian press,"Pogba, 25, was snapped up by the Red Devils for a then world-record £89m fee in 2016. But since moving to Old Trafford, he's had a tough time. The Frenchman has suffered form and fitness issues this term although did bag a brace against Manchester Cit y in the crunch April derby clash. Reports earlier this year suggested his agent – Mino Raiola – has offered Pogba to rival clubs. Italian news outlet Calciomercato claim Barca superstar Messi would love to see him strut his stuff at Barca. It's suggested the diminutive forward always admired Pogba's impressive performances for Juventus. Pogba hinted last month that he he doesn't see eye-to-eye with Jose Mourinho. He said: ""A Coach and a player don't have to be best friends. ""We don't have to eat out together. We had some problems, but it was a mental issue. ""He put me on the bench, but I responded on the pitch, always giving my best. There were some little things, which I'll keep between Mourinho and I. ""I'd never had a season where I'd been put to one side or benched, but it's the Coach's decision, it's his job and I have to accept it. ""Like I've always said, I can only give my answer on the field. Will I stay at United? Contractually speaking, yes, but you can never be certain of anything.""",FALSE
407,Liverpool transfer news: Reds readying Xherdan Shaqiri move after Nabil Fekir saga,"The Reds had looked set to make the Lyon play-maker their second signing of the summer after agreeing a deal worth up to £53million for the Frenchman. But Liverpool pulled out of the deal and Lyon's attempts to renegotiate failed after doubts over fitness issues discovered in Fekir's medical. That has left Jurgen Klopp's side reassessing their options after having identified Fekir as their No 1 target to fill in the creative role vacated since Philippe Coutinho's move to Barcelona back in January. Liverpool are also keen to recruit depth out wide as they look to ensure they have ample back-up for their front three of Mohamed Salah, Roberto Firmino and Sadio Mane - who plundered a combined 91 goals last term. And according to the Daily Mirror , Liverpool will look to wrap up a deal for Shaqiri - whose Stoke side were relegated from the Premier League last month. But they will not make a formal approach until after the World Cup with Shaqiri representing Switzerland in Russia over the coming weeks. Stoke are thought to be willing to let their star man go for a reasonable price and the Mirror say that Shaqiri is keen to make the move to Anfield. It has been widely reported that Shaqiri has a relegation release clause in his Potters contract that allows him to exit the Potteries for a fee in the region of £12million. The Mirror add that Liverpool are keen to keep the deal at a low sum with Shaqiri only seen as an alternative to Salah and Mane out wide as opposed to a first-choice option. Liverpool suffered at times last season with a lack of replacements in wide positions, as highlighted in their Champions League final defeat to Real Madrid when Salah went off injured and could only be replaced by Adam Lallana. But 26-year-old Shaqiri, formerly of Bayern Munich, is viewed as a bargain and supplied eight goals and seven assists last season despite playing in a goal-shy Stoke side. The Mirror add that a potential deal for Fekir is not completely out of the question, although the package would require serious alterations to tempt Liverpool. Klopp is said to still view Fekir as his ideal No 10 and Ligue 1 side Lyon have already looked at restructuring the deal to suit Liverpool's concerns over the player's health. But the onus is on the French outfit, who are well aware of captain Fekir's desire to move to Merseyside, to push the deal with Liverpool the ones to have backed away at the last minute.",TRUE
408,Riyad Mahrez joins Manchester City from Leicester,"Manchester City have completed the signing of Riyad Mahrez from Leicester City for a club-record £60m. Mahrez was the subject of four failed bids from Manchester City in the January transfer window and, after a move to the Etihad did not materialise he missed training for over a week , with the Algeria international forced to deny going AWOL. However, the Premier League champions returned with a successful bid for the Leicester winger, who scored 13 goals in 41 appearances for the Foxes last season. ""I am so pleased to have joined City, a side playing great football under Pep Guardiola,"" Mahrez said. ""Watching them from afar has been a pleasure. Pep is committed to playing attacking football, which is perfect for me, and City's performances last season were outstanding. They're redefining the English game and I wanted to be a part of it. Riyad Mahrez is Man City's first signing of the summer ""I think we can be successful over the coming years and I believe my own game can develop under Pep's management."" Mahrez becomes the most expensive player in Manchester City's history, replacing French defender Aymeric Laporte who joined the club for £57m in January . The Algeria international scored 13 goals for Leicester last season Manchester City's director of football Txiki Begiristain says Mahrez will give Guardiola another attacking option as the Spaniard looks to secure successive Premier League titles at the Eithad. ""Riyad is a hugely talented player. He beats defenders and creates space,"" said Begiristain. ""Over the past few years, he has established himself as one of the Premier League's most exciting players. ""We're sure he will bring additional attacking quality to our squad."" Mahrez had joined Leicester in January 2014, helping the club win the Sky Bet Championship that year before playing an influential role in their infamous Premier League title triumph in the 2015/16 season. Leicester thanked Mahrez for his service to the club A statement on Leicester's website read: ""In the four-and-a-half years since Riyad signed for the Foxes, he has played his way into the hearts of all Leicester City supporters. ""His moments of magic will live long in the memory as the club and its fans continue to build a long-term legacy for the success delivered by the teams to which Riyad so memorably contributed. ""Riyad leaves with the best wishes of everybody who has worked with him at Leicester City Football Club. He will be welcomed back to King Power Stadium as both an opposition player and a friend of the club."" Fantasy just go real. Pick your Sky Sports Fantasy Football team for the new season here.",TRUE
409,Liverpool in talks to sign Stoke's Xherdan Shaqiri,"Liverpool are in talks to sign Xherdan Shaqiri from Stoke, according to Sky sources. The winger, who scored seven goals for the newly-relegated Potters last season, has a release clause of £13.5m. Following Stoke's relegation to the Championship, the 26-year-old expressed a desire to remain in the Premier League , recently stating it is ""no secret"" he will leave the bet365 Stadium. A move to Anfield would make Shaqiri the Reds' third signing of the summer following the arrival of midfielders Fabinho and Isaac Christie-Davies. Shaqiri joined Stoke in 2015 from Inter Milan before going on to make 84 league appearances for the club. One of Switzerland's star performances in Russia, his last-minute winner against Serbia sent the side through to the World Cup's round of 16 before their campaign drew to a close with a defeat to Sweden. The Swiss' contract at Stoke runs until 2020.",TRUE
410,Paulinho leaves Barcelona to rejoin Guangzhou Evergrande,Barcelona have confirmed Paulinho is leaving the club to rejoin Chinese club Guangzhou Evergrande on an initial one-season loan deal. Paulinho scored nine goals in 49 appearances after joining Barcelona from Guangzhou Evergrande last summer in a €40m (£35.3m) move. The deal taking him back to Guangzhou contains an option for the Chinese Super League side to purchase the midfielder outright. Paulinho rose to prominence in his homeland for Sao Paulo-based Corinthians before he moved to Tottenham in 2013. But he only managed 31 Premier League starts during his time in north London before making a surprise move to Guangzhou in a deal worth in the region of £10m. Paulinho started every match of Brazil's 2018 World Cup campaign and scored the opener in a 2-0 Group E win for the Selecao over Serbia.,TRUE
411,Sevilla director tells Barcelona that Clement Lenglet is not for sale,"Barcelona will have to pay Clement Lenglet's €35 million release clause if they want to sign the Sevilla defender this week. The La Liga champions would prefer to negotiate a deal with Sevilla and would even be willing to pay more than the clause if it meant they could spread the payment over several instalments. However, Sevilla director of football Joaquin Caparros says they have no plans to sell Lenglet and have said as much to Barca. ""Let's get one thing clear, something we've always said: Sevilla will not sell Lenglet,"" Caparros told Marca . ""Barcelona wanted to negotiate a transfer but we will not sell him. It's another thing if they pay the release clause, then any player can leave. ""For now, Lenglet is our player, he did medical tests on Tuesday with the rest of the team and, as things stand, will go to Benidorm with the rest of the players for preseason. ""There will be no negotiating because we don't want to negotiate."" According to reports in Spain earlier this week , Lenglet has turned down the offer of improved terms at Sevilla after agreeing to personal terms with Barcelona. Caparros confirmed: ""We want Lenglet to stay, that's why we made him a renewal offer. [Barca] will have to pay the release clause [to sign him] or he stays."" Diario Sport and Mundo Deportivo say the former France Under-21 defender, under contract at the Sanchez Pizjuan until 2021, has accepted a five-year contract at Camp Nou. Lenglet moved to Sevilla from Nancy for €5m in January last year and the French club will get around €3.5m from training compensation should the transfer be completed.",FALSE
412,Barcelona close to signing Sevilla's Clement Lenglet on five-year deal - reports,"Clement Lenglet has turned down a new deal at Sevilla and is close to signing for Barcelona, according to reports in Spain. Diario Sport and El Mundo Deportivo said Lenglet arrived in Seville on Tuesday and is ready to pay his €35m release clause, terminating his contract. According to the Barcelona-based papers, France under-21 defender Lenglet, under contract with Sevilla until 2021, will sign a five-year contract at the Camp Nou later this week. The centre-back has also been linked with a number of other clubs including Manchester United . According to Estadio Deportivo , Sevilla had been keen to keep Lenglet and offered him a lucrative new deal at the weekend. Lenglet moved to Sevilla from Nancy for €5m in January last year, and they will get around €3.5m from training compensation should his transfer to the Camp Nou be completed.",TRUE
413,Clement Lenglet: Barcelona sign Sevilla centre-back and add £265m release clause,"Lenglet, 23, has signed a five-year deal at the Nou Camp after the Spanish champions met his buy-out clause. The French international joined Sevilla from Nancy in January 2017 and scored four goals in 52 games last season. Barcelona describe Lenglet as ""one of the most promising defenders on the planet."" Lenglet started in both Champions League last-16 ties against Manchester United last season, as Sevilla reached the quarter-finals. Barcelona say he ""completes a spectacular defence"" alongside fellow centre-backs Gerard Pique, Samuel Umtiti and Thomas Vermaelen. Find all the latest football transfers on our dedicated page .",TRUE
414,Barcelona announce Clement Lenglet signing from Sevilla,"Barcelona have completed the signing of Sevilla's Clement Lenglet after the defender deposited his €35.9 million release clause with the Royal Spanish Football Federation (RFEF) on Thursday. Lenglet, 23, agreed personal terms on a five-year deal with Barca last week before telling Sevilla of his intention to join the La Liga champions. 👋 Bienvenue @clement_lenglet ! 🔵🔴 ¡Bienvenido al Barça! ⚽️ #EnjoyLenglet 😃 #EnjoyBarça pic.twitter.com/Zq3IPWKdWl Barca believed that would pave the way for negotiations with Sevilla -- instead of paying the buyout clause, they were hopeful of striking a deal which would have seen them pay more but with the fee spread across a number of instalments. However, Sevilla were unequivocal in their stance and both president Jose Castro and director of football Joaquin Caparros said there would be no deal with the Catalan club. That meant Lenglet had to exercise his release clause, paying €35.9m to buy himself out of his contract and free himself up to move to Camp Nou. Lenglet, a former France under-21 international, becomes Barca's second signing of the summer following confirmation last week that Gremio midfielder Arthur Melo will also join the club this month. After joining Sevilla from Nantes for €3.5m in January of 2017, Lenglet impressed in La Liga and the Champions League last season, his first full season in Spanish football. Manchester United were also credited with an interest in the defender but Barca's long-standing interest and the efforts of previous sporting director Robert Fernandez helped swing the deal in the Blaugrana's favour. The deal with Barcelona also includes a €300m release clause. Samuel Umtiti and Gerard Pique are likely to remain as Ernesto Valverde's first choice centre-back pairing but Lenglet arrives to put pressure on the duo. Barca also currently have Thomas Vermaelen and Yerry Mina vying for a place in the middle of the defence, although one of them is likely to leave before the transfer window closes. Mina's the favourite to be allowed to go -- be that on loan or permanently with a buy-back option -- but Paulinho's return to China means Barca no longer need to free up a non-EU spot in the squad. Three goals in three games capped an impressive World Cup for Colombia's Mina , who will have no shortage of takers if Barca decide to sell this summer.",TRUE
415,Sevilla director tells Barcelona that Clement Lenglet is not for sale,"Barcelona will have to pay Clement Lenglet's €35 million release clause if they want to sign the Sevilla defender this week. The La Liga champions would prefer to negotiate a deal with Sevilla and would even be willing to pay more than the clause if it meant they could spread the payment over several instalments. However, Sevilla director of football Joaquin Caparros says they have no plans to sell Lenglet and have said as much to Barca. ""Let's get one thing clear, something we've always said: Sevilla will not sell Lenglet,"" Caparros told Marca . ""Barcelona wanted to negotiate a transfer but we will not sell him. It's another thing if they pay the release clause, then any player can leave. ""For now, Lenglet is our player, he did medical tests on Tuesday with the rest of the team and, as things stand, will go to Benidorm with the rest of the players for preseason. ""There will be no negotiating because we don't want to negotiate."" According to reports in Spain earlier this week , Lenglet has turned down the offer of improved terms at Sevilla after agreeing to personal terms with Barcelona. Caparros confirmed: ""We want Lenglet to stay, that's why we made him a renewal offer. [Barca] will have to pay the release clause [to sign him] or he stays."" Diario Sport and Mundo Deportivo say the former France Under-21 defender, under contract at the Sanchez Pizjuan until 2021, has accepted a five-year contract at Camp Nou. Lenglet moved to Sevilla from Nancy for €5m in January last year and the French club will get around €3.5m from training compensation should the transfer be completed.",FALSE
416,Cristiano Ronaldo's No 7 Real Madrid shirt 'reserved for Chelsea's Eden Hazard' by Bernabeu chief Florentino Perez,"CRISTIANO RONALDO'S No 7 Real Madrid shirt has been reserved for Eden Hazard, according to reports in Spain. The Express report Diario Gol , an outlet known for their outlandish claims, are running a story saying Bernabeu chief Florentino Perez wants the Chelsea wizard to wear the shirt of the club's star man. However, Real will apparently only seriously go for Belgian Hazard if Neymar is unavailable . They claim the Brazilian - whose side are out of the World Cup - is an ""old obsession"" of Perez. Hazard and his national team-mates could face England in the final with victory over France tomorrow night. But with talk of Ronaldo's £88million move to Juventus picking up pace, it seems Real are preparing for life without him. Juve shirts appearing to bear his name and number have been seen. And the five-time Ballon d'Or winner is said to have turned down a £177m two-year deal with an unnamed Far East club . Ronaldo has been relaxing on holiday in Greece since Portugal crashed out of the World Cup at the hands of Uruguay. Perez is looking to strengthen Real's attacking options following a disappointing domestic campaign. Reports have claimed Hazard has rejected a huge £340,000-a-week Stamford Bridge deal to hold out for Real.",FALSE
417,Riyad Mahrez signs for Man City? Leaked photo before Leicester done deal,Manchester City had a £60m bid for Mahrez accepted by Leicester. The Algeria international had his medical at City's training base today. And a leaked photo online suggested the deal was completed hours before City made it official. Romanian journalist Emanuel Rosu tweeted a picture of Mahrez signing papers in a Manchester City -branded T-shirt. The picture appears to show the winger penning his contract with the Etihad club. Mahrez to @mancity . World exclusive. #mcfc pic.twitter.com/HBAKqOxwGz Neither City nor Leicester had confirmed the deal had gone through until 9pm on Tuesday evening. Riyad Mahrez joins the defending English champions as Pep Guardiola prepares an assault on the Champions League next season. The best things come to those who wait… ������ #welcomeriyad to Manchester City! ������ #mancity pic.twitter.com/lLjJZrz4J0 City are likely to spend more money before now and the transfer window closing on August 9.,TRUE
418,Arsenal transfer news: Unai Emery wants Boca Juniors star Cristian Pavon as final deal,"Arsenal boss Emery has already spent big as he aims to lift the Gunners after testing times under Arsene Wenger. The north London giants finished sixth in the Premier League last season, missing out on Champions League football for the second season in a row as a result. Arsenal have already moved quickly to sign five players, with Stephan Lichtsteiner, Bernd Leno, Sokratis Papastathopoulos, Lucas Torreira and Matteo Guendouzi all touching down. Speaking today, however, Emery suggested he still wanted one more player. ""We signed the players who we needed and only if one player is a big opportunity for us will we sign them,"" he said. ""At the moment, I think the squad is complete. We will only sign another player if there is an opportunity to bring in that one player, or two players. And Football London say Emery wants Boca Juniors star Pavon to be his final signing. The Argentine club have reportedly upped his release clause to £37.5million. But Emery remains an admirer and sees him as the missing piece in his attacking jigsaw. Arsenal want a right winger with Henrikh Mkhitaryan expected to line up on the opposite flank. Pierre-Emerick Aubameyang can also play on the left but the Gabon international is in line for more time down the middle. And Football London say Emery would jump at the chance to lure Pavon to the Emirates. However, Marca claim Barcelona also want the player. And whether he ends up leaving Boca this summer remains to be seen. Pavon played it cool when quizzed on his future earlier this year, saying: ""One always gives the maximum so that other teams love you. ""I wish it was fixed, I said at one point that I was going to stay but, well, I still do not know anything. ""I prefer to play games and not be focused on what happens outside. ""I will sit down to talk with my manager [Fernando Hidalgo], with my family, and I will see what happens.""",FALSE
419,Arsenal transfer news: Gunners suffer blow as Boca raise Cristian Pavon release clause,"The Boca Juniors attacker stood out in what was a poor Argentina side during their brief stint in the tournament this summer. Pavon found himself in Jorge Sampaoli's side ahead of the likes of Paulo Dybala and Sergio Aguero at times. And his performances have since attracted interest from Arsenal and Barcelona. But according to AS , both clubs will now have to pay more if they want to land Cristian Pavon this summer. Boca have decided to offer the 22-year-old a new deal to keep him at La Bombonera. And the contract offer will include a minimum release clause of €42.5m (£37.5m). Barcelona hero Lionel Messi played alongside Pavon at the World Cup, And the Argentinian clearly would like to see the youngster join him at the Nou Camp. ""I've found a new partner in Pavon,"" Messi said earlier this year. ""He's a really good player. ""He's very quick and is different to what we have in the squad."" Arsenal have already added five players to their squad this summer. And Unai Emery is likely to add more new arrivals before next month's transfer deadline.",TRUE
420,Arsenal suffer blow as Argentina star Cristian Pavon tells Boca Juniors he wants to stay despite Gunners interest,"ARSENAL have been handed a major blow in their pursuit of Cristian Pavon after he told his club Boca Juniors he wants to stay with them. Pavon, 22, has been linked with the Gunners since January and his performances at the World Cup have fuelled rumours of a £26million bid , which would trigger his release clause. The winger has also reportedly drawn interest from Barcelona, on the recommendation of international teammate Lionel Messi. But Pavon is now set to stay in his homeland after his agent Fernando Hidalgo quashed the rumours with news of the player's decision. Hidalgo told Radio La Red : ""There is still nothing official from Arsenal . ""Pavon informed Boca's hierarchy about his desire to stay and play in the Copa Libertadores."" Pavon came off the bench in all three of Argentina's World Cup group games as they scraped through to the knockouts, only making the last 16 by virtue of a late Marcos Rojo winner against Nigeria . In the next round, the winger was handed a surprise start ahead of the likes of Sergio Aguero and Paulo Dybala , but Argentina fell 4-3 to France . Pavon joined Boca in 2014 and has won the Argentine title in the last two seasons. Arsenal are expected to complete a deal for fellow South American World Cup star Lucas Torreira in the coming days, with a £26m move only a medical away from finalisation. New Gunners boss Unai Emery is already making a significant impact on the club, two months into his tenure as Arsene Wenger's replacement. Emery has already snapped up Stephan Lichtsteiner on a free , keeper Bernd Leno from Bayer Leverkusen and Borussia Dortmund centre-back Sokratis Papastathopoulos in his short time in charge. Mexico's Hirving Lozano and Sevilla hardman Steven N'Zonzi have also been linked as Emery looks to revamp the squad that finished sixth last season, the club's lowest since before Wenger's 22-year reign began. The Spanish boss also took the bold step of telling fan favourite Jack Wilshere he was surplus to requirements at the club, and the England man is expected to sign a three-year, £15m contract with West Ham in the coming days after being released by Arsenal.",TRUE
